Time,IMU1_xt,IMU1_yt,IMU1_zt,IMU1_xr,IMU1_yr,IMU1_zr,IMU2_xt,IMU2_yt,IMU2_zt,IMU2_xr,IMU2_yr,IMU2_zr,EMG1,EMG2,EMG3,EMG4
0.82,0.01,0.01,-0.07,0.00,0.00,0.00,0.00,-0.03,0.00,0.00,0.00,0.00,1,2,3,4
0.83,0.00,0.00,-0.02,0.00,-0.00,0.00,-0.01,-0.01,-0.02,0.00,0.00,0.00,1,2,3,4
0.84,0.00,0.01,0.02,0.00,0.00,-0.00,-0.01,-0.01,0.03,-0.00,0.00,0.00,1,2,3,4
0.85,0.00,0.00,0.03,0.00,0.00,-0.00,-0.02,-0.02,0.00,-0.00,0.00,0.00,1,2,3,4
0.86,-0.01,0.00,0.05,-0.00,0.00,-0.00,-0.02,-0.02,0.00,0.00,0.00,0.00,1,2,3,4
0.87,-0.03,0.00,-0.05,0.00,0.00,-0.00,-0.01,-0.01,-0.01,0.00,-0.00,-0.00,1,2,3,4
0.88,0.00,0.01,0.00,-0.00,0.00,-0.00,0.00,-0.02,0.02,-0.00,-0.00,-0.00,1,2,3,4
0.89,-0.02,0.00,0.06,-0.00,0.00,0.00,0.00,-0.01,0.03,-0.00,-0.00,-0.00,1,2,3,4
0.90,-0.02,0.00,0.06,0.00,-0.00,0.00,0.00,-0.01,0.01,0.00,0.01,0.00,1,2,3,4
0.91,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,1,2,3,4
0.92,0.00,0.02,-0.06,0.00,0.00,0.00,0.00,0.00,0.01,-0.00,-0.01,0.00,1,2,3,4
0.93,0.00,0.02,-0.01,-0.00,0.00,-0.00,0.00,-0.02,0.02,-0.00,-0.00,0.00,1,2,3,4
0.94,-0.01,0.01,0.04,0.00,0.00,0.00,-0.02,0.00,0.01,0.00,0.00,0.00,1,2,3,4
0.95,0.00,0.01,0.02,0.00,-0.00,0.00,-0.02,0.00,-0.02,0.00,-0.00,-0.00,1,2,3,4
0.96,0.00,-0.01,-0.03,-0.00,-0.00,0.00,-0.01,-0.03,0.01,0.00,-0.00,-0.00,1,2,3,4
0.97,-0.02,0.00,-0.01,0.00,-0.00,0.00,0.00,0.01,0.00,0.00,-0.00,0.00,1,2,3,4
0.98,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.00,1,2,3,4
0.99,-0.03,0.01,0.05,-0.00,-0.00,0.00,-0.02,0.00,-0.03,-0.00,0.00,0.00,1,2,3,4
1.00,0.01,0.00,0.07,0.00,0.00,0.00,-0.01,-0.05,-0.01,0.00,-0.00,0.00,1,2,3,4
1.01,0.00,0.00,-0.04,0.00,-0.00,0.00,-0.01,-0.03,0.02,-0.00,0.00,-0.00,1,2,3,4
1.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,-0.00,1,2,3,4
1.03,-0.01,0.00,0.02,0.00,0.00,0.00,-0.01,-0.02,-0.01,0.00,0.01,0.00,1,2,3,4
1.04,-0.01,0.01,0.05,0.00,-0.00,0.00,0.01,-0.03,0.01,-0.00,0.00,-0.00,1,2,3,4
1.05,0.00,0.00,0.02,0.00,-0.00,0.00,0.00,-0.01,0.00,0.00,0.00,-0.00,1,2,3,4
1.06,-0.01,0.00,-0.04,0.00,-0.00,-0.00,0.00,-0.01,0.02,0.00,0.00,0.00,1,2,3,4
1.07,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,-0.00,1,2,3,4
1.08,0.00,0.01,0.00,0.00,-0.00,0.00,0.00,-0.01,0.01,0.00,-0.00,0.00,1,2,3,4
1.09,0.00,0.01,0.06,0.00,-0.00,0.00,0.00,0.00,0.03,-0.00,0.01,0.00,1,2,3,4
1.10,0.00,0.00,0.02,0.00,-0.00,-0.00,-0.01,-0.02,0.03,0.00,0.00,0.00,1,2,3,4
1.11,0.00,0.00,-0.04,0.00,0.00,0.00,-0.01,-0.01,-0.01,0.00,0.00,0.00,1,2,3,4
1.12,0.00,0.01,-0.01,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,1,2,3,4
1.13,0.00,-0.01,0.02,-0.00,0.00,0.00,0.00,-0.02,-0.01,-0.00,-0.00,-0.00,1,2,3,4
1.14,-0.01,0.01,0.05,0.00,0.00,0.00,-0.01,0.00,-0.03,-0.00,0.01,0.00,1,2,3,4
1.15,-0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2,3,4
1.16,0.00,0.00,-0.03,0.00,0.00,0.00,0.00,-0.01,0.05,0.00,-0.00,0.00,1,2,3,4
1.17,0.01,0.00,0.04,-0.00,0.00,-0.00,0.00,-0.03,0.00,0.00,0.00,0.00,1,2,3,4
1.18,0.00,0.00,0.03,0.00,0.00,-0.00,-0.01,-0.02,-0.03,0.00,0.01,-0.00,1,2,3,4
1.19,-0.02,0.00,0.05,0.00,0.00,0.00,-0.03,-0.01,-0.01,0.00,0.00,0.00,1,2,3,4
1.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,-0.00,0.00,1,2,3,4
1.21,-0.01,-0.01,-0.03,0.00,0.00,-0.00,0.00,-0.02,0.01,0.00,0.00,-0.00,1,2,3,4
1.22,0.00,0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,-0.05,-0.00,0.01,0.00,1,2,3,4
1.24,-0.02,-0.01,0.02,-0.00,-0.00,-0.00,-0.01,0.00,0.00,-0.00,0.00,-0.00,1,2,3,4
1.24,0.00,0.00,0.06,0.00,0.00,0.00,0.00,-0.03,0.02,0.00,-0.00,0.00,1,2,3,4
1.25,0.00,-0.01,0.04,-0.00,-0.00,0.00,0.00,-0.02,0.02,0.00,-0.01,0.00,1,2,3,4
1.26,0.00,0.00,-0.03,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.00,0.00,-0.00,1,2,3,4
1.27,-0.02,0.00,-0.03,0.00,-0.00,0.00,-0.02,0.00,-0.01,-0.00,0.00,0.00,1,2,3,4
1.28,-0.01,0.00,0.05,0.00,-0.00,0.00,-0.01,-0.01,0.01,0.00,-0.01,0.00,1,2,3,4
1.29,-0.01,0.01,0.05,0.00,0.00,0.00,0.00,-0.02,0.02,-0.00,-0.00,0.00,1,2,3,4
1.30,-0.01,0.00,0.03,0.00,0.00,-0.00,-0.03,-0.01,0.00,-0.00,0.00,-0.00,1,2,3,4
1.32,0.00,0.01,-0.03,-0.00,0.00,-0.00,-0.02,-0.01,0.00,0.00,0.00,0.00,1,2,3,4
1.33,-0.01,-0.01,-0.01,0.00,0.00,0.00,-0.01,-0.01,0.00,0.00,-0.00,0.00,1,2,3,4
1.34,-0.01,0.03,0.03,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1,2,3,4
1.35,-0.01,0.00,0.06,0.00,0.00,0.00,-0.02,0.00,-0.01,-0.00,0.00,-0.00,1,2,3,4
1.36,0.00,0.00,0.00,0.00,-0.00,0.00,-0.02,-0.02,0.00,0.00,0.00,0.00,1,2,3,4
1.37,-0.01,0.01,-0.05,0.00,0.00,0.00,0.00,-0.02,0.01,0.00,0.00,-0.00,1,2,3,4
1.37,-0.01,0.01,-0.01,0.00,0.00,0.00,-0.02,-0.01,-0.01,0.00,0.00,0.00,1,2,3,4
1.38,0.00,-0.01,0.03,0.00,0.00,0.00,-0.03,0.00,0.00,-0.00,-0.00,0.00,1,2,3,4
1.39,0.00,0.01,0.05,0.00,0.00,-0.00,-0.02,-0.03,0.00,-0.00,-0.00,0.00,1,2,3,4
1.41,0.00,-0.01,0.01,-0.00,0.00,0.00,0.00,-0.02,0.01,-0.00,0.00,0.00,1,2,3,4
1.42,0.00,-0.01,-0.04,0.00,-0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,1,2,3,4
1.43,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,-0.00,0.00,1,2,3,4
1.44,0.00,0.02,0.03,0.00,0.00,-0.00,-0.02,-0.02,0.00,0.00,-0.00,0.00,1,2,3,4
1.45,0.00,0.01,0.05,0.00,0.00,-0.00,0.00,-0.01,0.02,-0.00,0.01,-0.00,1,2,3,4
1.46,0.00,0.00,0.07,0.00,-0.00,-0.00,-0.03,-0.03,-0.03,0.00,0.00,0.00,1,2,3,4
1.47,-0.01,0.01,-0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,-0.01,0.00,1,2,3,4
1.48,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,-0.00,-0.01,0.00,1,2,3,4
1.49,-0.01,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.02,-0.00,0.01,-0.00,1,2,3,4
1.50,-0.02,0.02,0.03,-0.00,-0.00,0.00,0.00,-0.02,0.00,-0.00,0.01,0.00,1,2,3,4
1.51,-0.01,0.00,0.02,0.00,-0.00,0.00,0.00,0.00,0.02,0.00,-0.00,0.00,1,2,3,4
1.52,0.00,0.01,-0.04,0.00,-0.00,-0.00,0.00,-0.01,0.00,0.00,-0.00,0.00,1,2,3,4
1.53,0.00,0.00,0.01,0.00,-0.00,0.00,-0.02,0.00,0.00,-0.00,0.00,0.00,1,2,3,4
1.54,0.00,0.00,0.02,-0.00,0.00,0.00,-0.02,0.00,0.00,-0.00,0.01,0.00,1,2,3,4
1.55,0.01,0.00,0.05,-0.00,0.00,-0.00,-0.03,0.00,0.00,0.00,0.00,-0.00,1,2,3,4
1.56,0.00,0.01,0.05,0.00,-0.00,0.00,-0.01,-0.03,0.04,0.00,-0.01,-0.00,1,2,3,4
1.57,-0.01,0.00,-0.03,0.00,0.00,0.00,-0.02,-0.02,0.02,0.00,-0.00,-0.00,1,2,3,4
1.58,0.01,0.00,0.00,-0.00,-0.00,0.00,-0.02,-0.03,-0.04,-0.00,0.01,0.00,1,2,3,4
1.59,0.00,0.00,0.03,0.00,0.00,0.00,-0.02,-0.03,-0.04,-0.00,0.00,-0.00,1,2,3,4
1.60,0.00,0.01,0.06,0.00,0.00,0.00,0.00,-0.01,0.05,0.00,-0.01,-0.00,1,2,3,4
1.61,-0.01,0.00,0.06,0.00,0.00,-0.00,0.01,0.00,0.00,0.00,-0.00,0.00,1,2,3,4
1.62,-0.01,0.02,-0.04,-0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.01,0.00,1,2,3,4
1.63,0.00,0.01,0.00,0.00,0.00,0.00,-0.02,-0.01,0.02,-0.00,0.01,-0.00,1,2,3,4
1.64,0.00,0.00,0.02,-0.00,0.00,0.00,-0.02,-0.01,0.02,0.00,-0.00,0.00,1,2,3,4
1.65,-0.01,0.02,0.05,0.00,0.00,-0.00,0.00,0.00,0.01,0.00,-0.01,0.00,1,2,3,4
1.66,-0.01,0.02,0.03,0.00,0.00,0.00,-0.01,-0.02,-0.01,-0.00,0.00,0.00,1,2,3,4
1.67,0.00,0.00,-0.03,0.00,0.00,0.00,0.03,-0.01,-0.06,0.00,0.00,0.00,1,2,3,4
1.68,0.00,0.00,-0.02,-0.00,-0.00,-0.00,-0.11,-0.01,0.06,-0.00,0.01,0.00,1,2,3,4
1.69,-0.04,-0.03,0.20,-0.00,0.00,-0.00,-0.11,-0.01,0.06,0.01,-0.00,0.00,1,2,3,4
1.70,-0.03,0.06,0.06,0.02,0.00,0.00,0.08,0.01,0.02,-0.00,-0.01,-0.00,1,2,3,4
1.71,0.00,-0.02,-0.06,-0.02,0.00,-0.00,-0.03,-0.01,-0.11,-0.01,0.03,0.00,1,2,3,4
1.72,0.00,-0.03,-0.01,-0.00,0.00,-0.00,-0.05,0.00,-0.09,-0.00,0.01,0.00,1,2,3,4
1.73,0.00,-0.01,0.03,0.00,0.00,-0.00,-0.01,-0.04,0.09,0.01,-0.01,0.00,1,2,3,4
1.74,0.00,0.00,0.10,0.01,0.00,-0.00,-0.01,-0.04,0.09,0.00,-0.03,0.00,1,2,3,4
1.75,0.01,0.05,0.06,0.00,-0.00,0.00,-0.06,-0.04,-0.10,-0.01,0.02,-0.01,1,2,3,4
1.76,0.00,-0.01,0.03,-0.01,0.00,-0.00,-0.04,0.01,-0.06,-0.01,0.03,0.00,1,2,3,4
1.77,-0.03,0.03,-0.03,0.01,0.00,0.00,0.00,0.02,0.08,0.01,-0.02,0.00,1,2,3,4
1.78,0.00,0.00,-0.02,0.00,-0.00,-0.00,0.03,-0.03,0.13,0.00,-0.03,-0.00,1,2,3,4
1.79,0.02,0.01,0.04,0.00,0.00,-0.00,0.03,-0.03,0.13,-0.01,0.01,0.00,1,2,3,4
1.80,-0.01,0.00,0.01,-0.00,0.00,0.00,-0.01,-0.02,-0.10,-0.01,0.03,0.00,1,2,3,4
1.81,0.01,0.00,-0.02,-0.00,0.00,-0.00,-0.02,0.00,-0.10,0.00,-0.00,0.00,1,2,3,4
1.82,0.00,0.00,-0.06,0.00,-0.00,-0.00,0.00,0.00,0.01,0.00,-0.03,-0.00,1,2,3,4
1.83,-0.01,0.03,0.00,0.00,-0.00,-0.00,-0.01,0.01,-0.01,-0.00,-0.00,0.00,1,2,3,4
1.84,-0.02,0.01,0.03,-0.00,0.00,0.00,-0.01,0.01,-0.01,-0.00,0.03,0.00,1,2,3,4
1.85,-0.03,0.00,0.04,-0.00,0.00,0.00,-0.04,0.02,-0.07,0.00,-0.01,-0.00,1,2,3,4
1.86,-0.03,-0.02,0.05,0.00,0.00,-0.00,-0.03,0.00,-0.03,0.00,-0.01,-0.00,1,2,3,4
1.87,-0.03,0.00,0.00,0.01,0.00,-0.00,0.00,-0.03,0.05,0.00,-0.01,-0.00,1,2,3,4
1.88,-0.01,0.01,0.02,-0.00,-0.00,-0.00,0.00,-0.01,0.00,-0.00,0.02,-0.00,1,2,3,4
1.89,0.02,0.00,0.03,-0.00,0.00,0.00,-0.02,-0.03,-0.04,0.00,-0.01,0.00,1,2,3,4
1.90,0.00,0.00,0.04,0.00,0.00,0.00,-0.02,-0.01,-0.06,0.01,-0.01,-0.00,1,2,3,4
1.91,-0.01,0.00,-0.01,0.00,0.00,-0.00,0.00,0.01,0.08,-0.00,0.01,-0.00,1,2,3,4
1.92,0.00,0.03,-0.04,-0.00,0.00,-0.00,0.02,-0.01,0.03,-0.00,0.01,0.00,1,2,3,4
1.93,0.00,0.01,-0.02,0.00,0.00,0.00,-0.02,-0.01,-0.03,0.00,0.00,-0.00,1,2,3,4
1.94,0.00,0.00,0.03,0.00,0.00,0.00,-0.03,-0.01,-0.04,0.00,-0.01,0.00,1,2,3,4
1.95,0.00,0.02,0.09,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,-0.00,1,2,3,4
1.96,-0.01,0.04,0.03,-0.00,0.00,0.00,0.00,0.00,0.03,-0.01,0.01,0.00,1,2,3,4
1.97,0.01,0.00,-0.03,0.00,0.00,-0.00,-0.02,-0.02,0.00,-0.00,0.00,0.00,1,2,3,4
1.98,0.00,-0.01,0.00,0.00,-0.00,0.00,-0.01,-0.04,-0.01,0.00,-0.00,0.00,1,2,3,4
1.99,0.00,-0.01,0.04,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,-0.00,1,2,3,4
2.00,0.02,0.00,0.06,0.00,0.00,-0.00,0.01,-0.03,0.00,0.00,0.01,0.00,1,2,3,4
2.01,0.00,0.00,0.04,-0.00,-0.00,-0.00,0.00,-0.04,0.01,0.00,0.00,-0.00,1,2,3,4
2.02,0.00,0.00,-0.02,0.00,0.00,-0.00,-0.03,0.00,-0.02,0.00,-0.00,0.00,1,2,3,4
2.03,-0.01,0.01,-0.02,-0.00,-0.00,0.00,-0.01,0.01,0.00,0.00,0.00,-0.00,1,2,3,4
2.04,0.00,0.02,0.01,0.00,-0.00,-0.00,-0.01,0.00,0.01,-0.00,0.00,0.00,1,2,3,4
2.05,0.00,0.01,0.05,-0.00,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,1,2,3,4
2.06,-0.01,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.02,0.00,-0.00,-0.00,-0.00,1,2,3,4
2.07,0.00,0.01,-0.04,-0.00,-0.00,0.00,-0.02,0.00,0.03,-0.00,0.00,-0.00,1,2,3,4
2.08,0.00,0.02,0.02,0.00,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,1,2,3,4
2.09,-0.01,0.01,0.04,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.00,0.00,1,2,3,4
2.10,-0.02,0.00,0.05,-0.00,0.00,0.00,0.00,-0.01,0.01,-0.00,-0.00,0.00,1,2,3,4
2.11,-0.01,0.00,0.04,0.00,0.00,-0.00,-0.02,-0.01,0.00,-0.00,0.00,0.00,1,2,3,4
2.12,-0.02,0.00,-0.05,-0.00,0.00,-0.00,-0.02,-0.03,0.02,0.00,0.00,0.00,1,2,3,4
2.13,-0.01,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.01,0.00,-0.00,0.00,1,2,3,4
2.14,0.00,0.00,0.03,-0.00,0.00,-0.00,-0.01,0.00,0.00,0.00,-0.00,-0.00,1,2,3,4
