Time,IMU1_xt,IMU1_yt,IMU1_zt,IMU1_xr,IMU1_yr,IMU1_zr,IMU2_xt,IMU2_yt,IMU2_zt,IMU2_xr,IMU2_yr,IMU2_zr,EMG1,EMG2,EMG3,EMG4,NA,0,0,None,2,2,0,0,0,0,None,0
0.006,0.05,0.02,0.06,0.00,-0.00,0.00,-0.03,0.04,-0.13,0.01,-0.00,0.00,0,56,19,32
0.018,0.05,0.02,0.07,0.00,-0.00,0.00,-0.01,-0.03,-0.02,0.00,0.00,-0.00,0,58,19,34
0.028,0.07,0.03,0.05,-0.01,0.00,-0.00,0.01,0.07,0.00,-0.01,0.01,-0.00,0,60,20,37
0.038,0.11,0.04,0.03,-0.01,0.01,-0.00,-0.02,0.00,-0.02,-0.00,0.00,0.00,0,60,19,37
0.048,0.08,0.02,0.05,0.00,0.00,-0.00,0.02,-0.03,0.00,0.01,-0.01,0.01,0,60,20,37
0.058,0.10,0.03,0.05,0.01,-0.00,0.00,0.06,0.03,0.00,0.00,-0.01,-0.00,0,59,20,39
0.068,0.10,0.04,0.06,0.01,-0.00,-0.00,0.03,0.05,-0.02,-0.01,-0.00,-0.00,0,62,19,41
0.078,0.09,0.01,0.08,0.00,-0.01,-0.00,0.00,-0.03,-0.02,-0.00,0.00,0.00,0,62,20,41
0.088,0.09,0.05,0.07,0.00,-0.00,-0.00,0.00,-0.06,0.03,0.01,0.00,0.01,0,63,19,41
0.098,0.09,0.04,0.02,0.00,-0.01,-0.00,0.03,-0.02,0.01,0.00,-0.00,-0.00,0,62,20,39
0.109,0.08,0.04,0.07,0.00,-0.00,0.00,0.00,0.02,0.00,-0.01,0.00,-0.00,0,62,19,38
0.119,0.06,-0.01,0.07,0.00,-0.00,0.00,-0.02,0.04,0.00,-0.00,0.01,0.00,0,63,20,41
0.129,0.06,0.03,0.09,0.00,0.00,-0.00,0.00,0.02,0.08,0.00,0.00,0.00,0,64,19,41
0.139,0.07,0.02,0.07,0.00,0.00,0.00,0.02,0.03,0.03,0.00,-0.00,-0.00,0,63,20,40
0.150,0.06,0.00,0.07,0.00,0.00,0.00,0.00,0.00,-0.05,-0.00,-0.00,0.00,0,63,20,40
0.163,0.06,0.03,0.06,-0.00,0.00,-0.00,-0.03,-0.01,-0.03,0.00,0.00,0.00,0,62,19,40
0.175,0.07,0.02,0.07,-0.00,0.00,-0.00,0.03,0.03,0.02,0.00,0.00,-0.00,0,63,20,41
0.188,0.08,0.02,0.08,-0.01,0.00,0.00,0.03,0.06,0.00,-0.00,0.00,-0.00,0,63,20,40
0.199,0.09,0.01,0.03,-0.00,0.00,-0.00,-0.03,0.02,-0.02,0.01,-0.00,0.00,0,60,20,39
0.209,0.10,0.03,0.06,-0.00,0.00,0.00,-0.02,-0.03,-0.02,0.01,-0.01,0.00,0,62,20,40
0.219,0.10,0.04,0.06,0.00,-0.00,-0.00,0.03,0.02,-0.02,-0.00,-0.00,-0.00,0,62,20,41
0.231,0.09,0.02,0.09,0.00,-0.00,0.00,0.02,0.02,0.00,-0.00,0.01,-0.00,0,63,20,41
0.243,0.07,0.02,0.06,0.00,-0.00,-0.00,0.00,-0.03,0.03,0.00,0.01,0.00,0,63,20,41
0.256,0.08,0.02,0.02,0.00,0.00,0.00,-0.02,0.01,-0.02,0.00,0.00,0.00,0,63,21,40
0.268,0.06,0.04,0.09,0.00,-0.00,-0.00,0.00,0.04,0.00,-0.00,0.00,0.00,0,63,21,41
0.279,0.08,0.03,0.10,0.00,0.00,-0.00,-0.01,0.02,0.03,0.00,-0.01,0.00,0,62,21,41
0.290,0.08,0.00,0.07,0.00,-0.00,0.00,0.00,-0.02,0.02,-0.00,-0.01,0.00,0,63,21,41
0.300,0.07,0.02,0.01,-0.00,0.00,-0.00,0.01,0.00,-0.02,0.00,-0.01,-0.00,0,63,22,42
0.312,0.05,0.01,0.07,0.00,-0.00,0.00,0.03,0.01,0.00,0.00,-0.00,-0.00,0,64,21,40
0.325,0.06,0.01,0.06,0.00,-0.01,-0.00,0.00,0.00,0.01,0.00,0.00,-0.00,0,63,21,41
0.337,0.09,0.04,0.07,0.00,-0.00,0.00,-0.02,-0.02,0.02,-0.00,0.00,0.00,0,64,21,39
0.349,0.06,0.02,0.06,-0.00,0.00,-0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0,65,21,41
0.360,0.06,0.02,0.08,0.00,-0.00,0.00,0.00,-0.03,-0.03,0.00,0.00,-0.00,0,63,21,39
0.371,0.06,0.03,0.08,0.00,-0.00,-0.00,0.02,0.03,0.00,-0.00,-0.00,-0.00,0,64,22,40
0.382,0.06,0.04,0.09,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0,65,22,40
0.395,0.07,0.02,0.06,-0.00,0.00,0.00,0.01,-0.01,0.00,0.00,0.00,0.00,0,66,21,42
0.408,0.07,0.02,0.07,-0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0,67,21,42
0.420,0.06,0.03,0.09,-0.00,0.00,0.00,0.00,0.03,0.02,-0.00,0.00,-0.00,0,67,21,43
0.431,0.09,0.03,0.06,0.00,0.00,0.00,0.02,0.00,0.00,0.00,-0.00,0.00,0,67,21,42
0.444,0.10,0.02,0.05,-0.00,0.00,0.00,0.03,0.01,0.00,0.00,-0.00,0.00,0,68,22,44
0.456,0.10,0.01,0.03,-0.00,0.00,0.00,0.02,0.01,-0.06,-0.00,-0.00,-0.00,0,68,21,43
0.468,0.06,0.04,0.05,-0.00,-0.00,-0.00,0.01,0.01,0.00,0.00,0.00,0.00,0,66,21,42
0.479,0.08,0.04,0.07,-0.00,0.00,-0.00,0.01,0.00,0.02,0.00,0.00,0.00,0,67,21,42
